-1.114758683531861916e+00,-3.040250955086896578e+00
-1.413022883486313219e+00,-2.426293433273703837e+00
-1.658842367331034406e+00,-2.053153917471301604e+00
-1.867988199324755794e+00,-1.740920918174777343e+00
-2.042006701064912999e+00,-1.405788715860185611e+00
-2.176792999542579654e+00,-1.026948051394106942e+00
-2.268388580954904477e+00,-6.257661847014510670e-01
-2.316497777985616402e+00,-2.444772704263970808e-01
-2.325653484461940312e+00,7.441951391169186747e-02
-2.304392203342565004e+00,3.027767101216181644e-01
-2.263287970097602742e+00,4.325109866173765805e-01
-2.212806351265576676e+00,4.733417300916142323e-01
-2.161686635948599111e+00,4.459758239841273286e-01
-2.116142330157906759e+00,3.746001060653134651e-01
-2.079799165522532078e+00,2.813250438339284787e-01
-2.054096385756664755e+00,1.833999660777795027e-01
-2.038866468168424984e+00,9.266847495643928956e-02
-2.032899726077130875e+00,1.625983217096405031e-02
-2.034405859934095062e+00,-4.232654628032646998e-02
-2.041357647881188342e+00,-8.221259913587916635e-02
-2.051735575448254689e+00,-1.043624934084434047e-01
