2.330859065566620814e+00,4.256351337121655476e+00
2.712407988342385057e+00,2.599403916751565013e+00
2.906246745306562573e+00,8.900427105355178670e-01
2.922947789992812684e+00,-5.656917049339633685e-01
2.803526478267731825e+00,-1.546282657943862437e+00
2.605142515722822960e+00,-1.987840578022096460e+00
2.383776222765036312e+00,-1.973660424322106532e+00
2.181017410617968277e+00,-1.670804972865957527e+00
2.019381421470315630e+00,-1.246524894515520510e+00
1.905501142481854648e+00,-8.163631770991787162e-01
1.836464584693536350e+00,-4.385000325773479868e-01
1.805242388797781983e+00,-1.320578229795741909e-01
1.803880796973670986e+00,1.030847798113887770e-01
1.824865344096404218e+00,2.735059993517699461e-01
1.861463034547341522e+00,3.863073101025407685e-01
1.907667175613345645e+00,4.475320737984824770e-01
1.958099480339460907e+00,4.627315126990546035e-01
2.008020212818187655e+00,4.381876723090462056e-01
2.053464458631202305e+00,3.818579031444351291e-01
2.091443473246501483e+00,3.035417062915441444e-01
2.120117171827230251e+00,2.141807327781654613e-01
