2.736225859578206965e+00,-4.256351337121655476e+00
2.292706668032391093e+00,-3.689233777530891878e+00
1.935108138355869034e+00,-2.763476623401959209e+00
1.680595915941436758e+00,-1.859447976962937954e+00
1.516510257656571214e+00,-1.135788363374201859e+00
1.421449428092409706e+00,-6.059154471486704052e-01
1.376075128538196468e+00,-2.288575846713060413e-01
1.366158789514723582e+00,4.282334138371547694e-02
1.382223793288715141e+00,2.466289924704226089e-01
1.418245252180158067e+00,4.075384345056901059e-01
1.470347254208083543e+00,5.397078212629760063e-01
1.535739499250130091e+00,6.488436072770823460e-01
1.611905112325354938e+00,7.343590072623109588e-01
1.696017462194685965e+00,7.914324039062087257e-01
1.784593605334912958e+00,8.133087435377884811e-01
1.873421995495878178e+00,7.939887641019043318e-01
1.957795947725491148e+00,7.310114281816096904e-01
2.033026851692268266e+00,6.275916024050559594e-01
2.095119449637572462e+00,4.932607872526812987e-01
2.141415315100319905e+00,3.425781125157308371e-01
2.171003391408364180e+00,1.922606982484706684e-01
