2.533542462572413889e+00,-3.445617749098482729e+00
2.182282949641109582e+00,-2.862316700778537282e+00
1.908518915882253086e+00,-2.084738016893065371e+00
1.719166286865687177e+00,-1.355255960547254723e+00
1.602924175894606229e+00,-7.654426264172911054e-01
1.543743214711376766e+00,-3.188063423716029909e-01
1.527256586329044596e+00,1.270802879474248678e-02
1.542475976351745048e+00,2.596517881153597163e-01
1.581397355247754488e+00,4.447361225544467778e-01
1.638003415184952960e+00,5.811844668388326252e-01
1.707290583716755572e+00,6.743663833327796508e-01
1.784547083006273072e+00,7.245698511637227446e-01
1.864961672637755141e+00,7.301798277542430604e-01
1.943584957368454935e+00,6.908296878743156455e-01
2.015610778577901829e+00,6.099366886743970984e-01
2.076872588617045157e+00,4.959292882344850106e-01
2.124383545061307554e+00,3.617332465934520735e-01
2.156731473612547134e+00,2.226833652488186543e-01
2.174192472426085043e+00,9.363572482160674448e-02
2.178529798112291083e+00,-1.369547043675444116e-02
2.172549425176016236e+00,-9.237207785978823749e-02
