1.925492271555034662e+00,-6.283185307179586232e+00
1.419723587810875820e+00,-3.656172823373363023e+00
1.079739113862378419e+00,-2.583851884402103671e+00
8.293718917402165269e-01,-2.030319263654601247e+00
6.259033346234120776e-01,-1.609460879511373843e+00
4.713589902486199357e-01,-1.208091543654938427e+00
3.552313053107538088e-01,-9.087386033855388012e-01
2.678249724612028482e-01,-6.843985913367413021e-01
2.019732931144953003e-01,-5.158028687093875186e-01
1.523335571338904904e-01,-3.888950775917907055e-01
1.149028226343348780e-01,-2.932786357803996991e-01
8.667320873210000720e-02,-2.211999320590238016e-01
6.538075098732647195e-02,-1.668482955474384077e-01
4.931977783334792059e-02,-1.258568636800876106e-01
3.720453098234863948e-02,-9.493852454244289252e-02
3.626322119613216433e-02,-9.253636154865017838e-02
3.626322119613216433e-02,-9.253636154865017838e-02
3.626322119613216433e-02,-9.253636154865017838e-02
3.626322119613216433e-02,-9.253636154865017838e-02
3.626322119613216433e-02,-9.253636154865017838e-02
3.626322119613216433e-02,-9.253636154865017838e-02
