-1.722808874549241365e+00,2.229517367063724720e+00
-1.523060084200039244e+00,1.413776118009055338e+00
-1.401351044295123804e+00,8.150027390119118920e-01
-1.335446301692443383e+00,3.958093313942870894e-01
-1.308469955798027939e+00,1.024940141201376304e-01
-1.309106644195551006e+00,-1.101913494591317821e-01
-1.330305551686316479e+00,-2.741047659964789829e-01
-1.367865418862412419e+00,-4.092757391569086245e-01
-1.419276685070259836e+00,-5.265755614359719505e-01
-1.482837476098206375e+00,-6.299152070583473595e-01
-1.556977708178863162e+00,-7.178507139384214808e-01
-1.639743458690887667e+00,-7.849608253613512554e-01
-1.728441178119610733e+00,-8.234525746025828097e-01
-1.819485596281227746e+00,-8.253021009373129324e-01
-1.908511158090988591e+00,-7.848693353614352164e-01
-1.990773934946501011e+00,-7.014315285937264832e-01
-2.061788378132006549e+00,-5.807318376182841746e-01
-2.118044833166102592e+00,-4.347551561013585086e-01
-2.157597676516309626e+00,-2.795899833350085628e-01
-2.180343448041536014e+00,-1.320650741448438636e-01
-2.187915509851393825e+00,-6.345396129527218487e-03
