2.938909256584000040e+00,2.026833970057930756e-01
2.888841194973492676e+00,-1.072146540385853886e+00
2.726018844623402160e+00,-1.819146264468992857e+00
2.509613082606415357e+00,-2.043867745459012841e+00
2.290882178959883220e+00,-1.878034990112262825e+00
2.103296235494338084e+00,-1.500049750442992380e+00
1.961739313390811201e+00,-1.059199373315040216e+00
1.867803618471597815e+00,-6.450032299550982895e-01
1.816141259327928914e+00,-2.957946017833942287e-01
1.798975040765774525e+00,-1.995920624947665825e-02
1.808402749627063821e+00,1.867881443830707866e-01
1.837213866333597956e+00,3.318117313955143421e-01
1.878988842603535714e+00,4.218383364575746253e-01
1.927987642359578313e+00,4.625635194427669128e-01
1.979084727945081834e+00,4.596796238480603813e-01
2.027836031319076415e+00,4.200935691800041227e-01
2.070655203528816379e+00,3.525912809862758457e-01
2.105017267445823848e+00,2.676256394899998448e-01
2.129593922597792677e+00,1.763041902169563135e-01
2.144250852956409048e+00,8.895968534487790069e-02
2.149887746123024801e+00,1.380290512675853495e-02
