1.317442080537655436e+00,-2.229517367063723832e+00
1.112506631637302901e+00,-1.535124578029329667e+00
9.662984822496022419e-01,-1.156771422792389092e+00
8.485982963340323870e-01,-1.011842396000292910e+00
7.370397445848457796e-01,-1.043864884616358957e+00
6.136980538160738963e-01,-1.229605606467519374e+00
4.709496525653794063e-01,-1.206998253783695851e+00
3.549237049633335861e-01,-9.079477865244289791e-01
2.675933126723451516e-01,-6.838049190109959374e-01
2.017987021755993371e-01,-5.153562686961301598e-01
1.522019230555009539e-01,-3.885587143583843495e-01
1.148035532916465845e-01,-2.930251260288600501e-01
8.659833680003310719e-02,-2.210087927499030935e-01
6.532427609062833873e-02,-1.667041498080640005e-01
4.927717775877483997e-02,-1.257481439026524594e-01
3.717239616697295274e-02,-9.485651836181972774e-02
3.623189946606967388e-02,-9.245643064744035744e-02
3.623189946606967388e-02,-9.245643064744035744e-02
3.623189946606967388e-02,-9.245643064744035744e-02
3.623189946606967388e-02,-9.245643064744035744e-02
3.623189946606967388e-02,-9.245643064744035744e-02
