1.925492271555034662e+00,-2.634884161075310427e+00
1.683455385766065682e+00,-1.761962464455251842e+00
1.528674681377555356e+00,-1.063295933262725423e+00
1.440681982050623144e+00,-5.488537876036180263e-01
1.401118037051098275e+00,-1.794635374375261327e-01
1.396452489813992948e+00,8.937375618572912517e-02
1.417591070530346276e+00,2.924536944830914420e-01
1.458616630078779952e+00,4.524723845216805929e-01
1.515528161655322004e+00,5.816295044718466922e-01
1.585210600924565005e+00,6.839769099313687262e-01
1.664662705497096384e+00,7.577384617469127281e-01
1.750482015415941284e+00,7.977100569683724940e-01
1.838628493746641057e+00,7.979544866001494485e-01
1.924498379271750936e+00,7.547000898524871548e-01
2.003305365583404551e+00,6.688941442855593777e-01
2.070687534187920509e+00,5.475791946870750548e-01
2.123372010350268901e+00,4.034484645635049715e-01
2.159690603503296558e+00,2.525969056265136570e-01
2.179783382751657506e+00,1.112419030902834227e-01
2.185437660266322357e+00,-7.429559712627133161e-03
2.179632243281420134e+00,-9.531195661613411918e-02
