-3.550805580595919886e-01,1.887012311530909647e+00,9.341878244583126656e-02,1.775652166991611158e-01
-3.536791158469889673e-01,1.889676425521233050e+00,1.868804106316191982e-01,3.552999501541429517e-01
-3.513426625993422703e-01,1.894119438925116805e+00,2.804282211287245641e-01,5.333731349149253287e-01
-3.480701193435509766e-01,1.900345573925081855e+00,3.741056671569270575e-01,7.119519331298328479e-01
-3.438599718207380751e-01,1.908360711603995785e+00,4.679563573224264639e-01,8.912008032106204514e-01
-3.387102688362429448e-01,1.918172360017263545e+00,5.620240700730613215e-01,1.071280510211487069e+00
-3.326186206233615605e-01,1.929789611984200848e+00,6.563527349537843225e-01,1.252347055305947032e+00
-3.255821976002495344e-01,1.943223091665219115e+00,7.509863710496332834e-01,1.434550498967787524e+00
-3.175977299996662340e-01,1.958484888720572137e+00,8.459689721513413696e-01,1.618033648951696879e+00
-3.086615089607335771e-01,1.975588478536762338e+00,9.413443271884799346e-01,1.802930579927476185e+00
-2.987693897918567987e-01,1.994548626651103440e+00,1.037155763375528839e+00,1.989364946682578683e+00
-2.879167982452917052e-01,2.015381275096786773e+00,1.133445798352103351e+00,2.177448047258096153e+00
-2.760987407868780164e-01,2.038103407924761967e+00,1.230255686436570128e+00,2.367276586393376459e+00
-2.633098199987118360e-01,2.062732892631766735e+00,1.327624843050162484e+00,2.558930083516668397e+00
-2.495442564163442845e-01,2.089288293636588634e+00,1.425590130545965062e+00,2.752467863698806028e+00
-2.347959182721549576e-01,2.117788653305582525e+00,1.524184988288558529e+00,2.947925565184977170e+00
-2.190583607872508554e-01,2.148253235348540624e+00,1.623438390141525467e+00,3.145311094348459235e+00
-2.023248768168960376e-01,2.180701224714212128e+00,1.723373613885627265e+00,3.344599959578795190e+00
-1.845885607963374531e-01,2.215151377454514403e+00,1.824006809969817899e+00,3.545729921619034997e+00
-1.658423880370340220e-01,2.251621613462903237e+00,1.925345361968324731e+00,3.748594911657227691e+00
-1.460793114634013345e-01,2.290128544618110773e+00,2.027386038879187780e+00,3.953038193111568788e+00
-1.252923778253939024e-01,2.330686930805649038e+00,2.130112950757470092e+00,4.158844782143503060e+00
-1.034748652323140838e-01,2.373309056710524167e+00,2.233495334990280412e+00,4.365733199491259597e+00
-8.062044347942197431e-02,2.418004023380359691e+00,2.337485221607308539e+00,4.573346706231448344e+00
-5.672335802521537296e-02,2.464776950590567228e+00,2.442015052981007184e+00,4.781244281823352260e+00
-3.177863756376210491e-02,2.513628089268900911e+00,2.546995366228360425e+00,4.988891735702726038e+00
-5.782323865937931406e-03,2.564551847921014538e+00,2.652312684862192516e+00,5.195653501762101278e+00
2.126827910813156378e-02,2.617535743361124378e+00,2.757827807736969561e+00,5.400785840793080439e+00
4.937434191096327918e-02,2.672559294200414826e+00,2.863374724283894501e+00,5.603432354131945736e+00
7.853523968001641098e-02,2.729592885388497869e+00,2.968760419420642727e+00,5.802622867361863612e+00
1.087482858842259287e-01,2.788596643245286888e+00,3.073765850999707450e+00,5.997276840427616662e+00
1.400084828742546583e-01,2.849519372064023059e+00,3.178148376943111142e+00,6.186212455332006144e+00
1.723083049625100671e-01,2.912297614242029375e+00,3.281645867337034339e+00,6.368162376396014679e+00
2.056375317154986726e-01,2.976854904273178448e+00,3.383982649373988849e+00,6.541796828846059952e+00
2.399831499744418672e-01,3.043101290754159027e+00,3.484877295646981121e+00,6.705754077974457772e+00
2.753293423420635211e-01,3.110933197715250120e+00,3.584052082993330224e+00,6.858677629397086584e+00
3.110086834830337321e-01,3.179291206886242893e+00,3.519042345643260905e+00,6.763738005680670184e+00
3.457038316081127438e-01,3.246167796637540626e+00,3.419692125203813049e+00,6.609683224812210156e+00
3.793970611207641563e-01,3.311449104970093593e+00,3.318703081991074555e+00,6.444900904189295510e+00
4.120733337415372066e-01,3.375034481407293896e+00,3.216346378223299496e+00,6.270719148584135816e+00
4.437203414269222934e-01,3.436836584760572855e+00,3.112895299075107758e+00,6.088465406360322518e+00
4.743284819538560182e-01,3.496781196850403450e+00,3.008616373002560795e+00,5.899431528644871747e+00
5.038907536635105489e-01,3.554806718814148336e+00,2.903762122247589339e+00,5.704845383764176603e+00
5.324025865114059286e-01,3.610863418888145659e+00,2.798565581554611104e+00,5.505849564726753798e+00
5.598616270808535189e-01,3.664912502313549592e+00,2.693236555624190398e+00,5.303487032729043982e+00
