-4.537732936276425710e-01,1.155150632747456330e+00,8.948042066783490345e-02,7.783004757528462492e-02
-4.524310699079140963e-01,1.156318588014956239e+00,1.789655341212889050e-01,1.557946275255179536e-01
-4.501939500605841582e-01,1.158267421744922698e+00,2.684605203379183402e-01,2.340281574511250962e-01
-4.470618088481058683e-01,1.161000496164673601e+00,3.579707134993718176e-01,3.126652163564098141e-01
-4.430344665942320126e-01,1.164522520425639973e+00,4.475016803357473316e-01,3.918406228132582658e-01
-4.381116864607110806e-01,1.168839553375076168e+00,5.370592999819925328e-01,4.716895094536346922e-01
-4.322931709158545077e-01,1.173959007049207859e+00,6.266498458253531023e-01,5.523473925582129684e-01
-4.255785573727638438e-01,1.179889650832573356e+00,7.162800697994783361e-01,6.339502354982765597e-01
-4.179674129706013042e-01,1.186641616215822870e+00,8.059572895491409206e-01,7.166345047746988106e-01
-4.094592284682465055e-01,1.194226402071596249e+00,8.956894788479429215e-01,8.005372173806708513e-01
-4.000534112161149292e-01,1.202656880355259750e+00,9.854853615977792192e-01,8.857959781926830756e-01
-3.897492771689541335e-01,1.211947302124189774e+00,1.075354509670666259e+00,9.725490060651431623e-01
-3.785460419002398824e-01,1.222113303755858915e+00,1.165307444767801126e+00,1.060935147264976619e+00
-3.664428105775610067e-01,1.233171913231091432e+00,1.255355744363795933e+00,1.151093874829240304e+00
-3.534385668583411300e-01,1.245141556334336208e+00,1.345512151671743650e+00,1.243165272354935347e+00
-3.395321606666732439e-01,1.258042062607411804e+00,1.435790689402222542e+00,1.337290000627099573e+00
-3.247222948152732047e-01,1.271894670876555278e+00,1.526206776890884909e+00,1.433609245346963990e+00
-3.090075104419761631e-01,1.286722034154275551e+00,1.616777349928366414e+00,1.532264644020419064e+00
-2.923861712382735956e-01,1.302548223696787577e+00,1.707520982335421378e+00,1.633398189787041987e+00
-2.748564464586523148e-01,1.319398731973778993e+00,1.798458007976840634e+00,1.737152109583842030e+00
-2.564162927145884341e-01,1.337300474278701135e+00,1.889610641490053977e+00,1.843668713510118629e+00
-2.370634345767050344e-01,1.356281788673039612e+00,1.981003095507193112e+00,1.953090211545222221e+00
-2.167953440336779225e-01,1.376372433914983207e+00,2.072661691560106600e+00,2.065558492812911595e+00
-1.956092188879629545e-01,1.397603584968778456e+00,2.164614961162028450e+00,2.181214861314173081e+00
-1.735019602074641676e-01,1.420007825622292996e+00,2.256893732741100944e+00,2.300199720378896640e+00
-1.504701490001810749e-01,1.443619137652411011e+00,2.349531199141643434e+00,2.422652195911916273e+00
-1.265100223371730670e-01,1.468472885865206523e+00,2.442562959288825386e+00,2.548709685707198247e+00
-1.016174492195751344e-01,1.494605798193424651e+00,2.536027026309314980e+00,2.678507318530973347e+00
-7.578790656983901142e-02,1.522055939849113360e+00,2.629963792891105712e+00,2.812177302164851511e+00
-4.901645582803801360e-02,1.550862680294020635e+00,2.724415942926015077e+00,2.949848133968445918e+00
-2.129772075338532897e-02,1.581066651492384123e+00,2.819428296485066987e+00,3.091643640568127793e+00
7.374132828287915942e-03,1.612709695535772703e+00,2.915047572910375528e+00,3.237681804799223517e+00
3.700541442566387951e-02,1.645834799261413073e+00,3.011322054255093583e+00,3.388073327829302261e+00
6.760292233461574762e-02,1.680486012905945570e+00,3.108301128467626739e+00,3.542919862313898438e+00
9.917395182406285592e-02,1.716708349126538025e+00,3.206034688623940365e+00,3.702311838405873523e+00
1.317262964833694205e-01,1.754547657861390997e+00,3.304572361227652522e+00,3.866325788519640927e+00
1.652682408730773156e-01,1.794050471474224251e+00,3.403962533246970956e+00,4.035021059237401175e+00
1.998085423011964901e-01,1.835263813419314660e+00,3.504251144355122083e+00,4.208435780292013817e+00
2.353563991977921377e-01,1.878234962271102759e+00,3.605480208130862341e+00,4.386581942362079545e+00
2.719214031885821004e-01,1.923011161396880331e+00,3.707686024283387116e+00,4.569439419431387428e+00
3.095134715874889308e-01,1.969639262848903227e+00,3.810897044062819372e+00,4.756948760727286896e+00
3.481427566616320801e-01,2.018165292286805190e+00,3.915131353995680019e+00,4.949002576215216109e+00
3.878195277059999224e-01,2.068633920039113061e+00,4.020393750434863023e+00,5.145435354556427754e+00
4.285540217520911188e-01,2.121087821973875354e+00,4.126672391088411551e+00,5.346011591766962390e+00
