6.817209749683321718e-01,-2.898324508397644994e+00,-9.855473856975101310e-02,-1.733121975126500347e-01
6.802426483411291303e-01,-2.900923523935030168e+00,-1.971109831863531725e-01,-3.464463888787440160e-01
6.777787451357208948e-01,-2.905252245780745035e+00,-2.956702376422069012e-01,-5.192232983729694329e-01
6.743292315586787433e-01,-2.911306188568928199e+00,-3.942330404080529593e-01,-6.914595691790825782e-01
6.698940752324406001e-01,-2.919079004639091313e+00,-4.927984919955149534e-01,-8.629657717997910593e-01
6.644732618871753704e-01,-2.928562413598098324e+00,-5.913637950663854781e-01,-1.033544474120193124e+00
6.580668165649270485e-01,-2.939746112995942795e+00,-6.899238128851917784e-01,-1.202988398680769677e+00
6.506748291201532863e-01,-2.952617671131860799e+00,-7.884706528050627883e-01,-1.371078696791165674e+00
6.422974837276110849e-01,-2.967162403326990106e+00,-8.869932827540796261e-01,-1.537583373883819382e+00
6.329350920219743992e-01,-2.983363233369548340e+00,-9.854771900809222718e-01,-1.702255905706968830e+00
6.225881293928797744e-01,-3.001200542261030169e+00,-1.083904093533729851e+00,-1.864834090241671349e+00
6.112572738446065967e-01,-3.020652006865894190e+00,-1.182251720469729594e+00,-2.025039185150167675e+00
5.989434467029051135e-01,-3.041692431586359824e+00,-1.280493662485741257e+00,-2.182575384572594146e+00
5.856478543156852234e-01,-3.064293576735928948e+00,-1.378599323358731032e+00,-2.337129691537497500e+00
5.713720297542047577e-01,-3.088423987850949182e+00,-1.476533973311368930e+00,-2.488372242414282454e+00
5.561178733837092159e-01,-3.114048830732238482e+00,-1.574258922982807896e+00,-2.635957136952319591e+00
5.398876910456935629e-01,-3.141129737514365861e+00,-1.671731828910115958e+00,-2.779523820789071120e+00
5.233331117777334507e-01,-3.168682286396669934e+00,-1.606693281935963613e+00,-2.683160205584778080e+00
5.077546953986808997e-01,-3.194779227672913002e+00,-1.508950527084235160e+00,-2.535576423806148227e+00
4.931548194491988668e-01,-3.219381384323301454e+00,-1.410992168237527489e+00,-2.384263099793339169e+00
4.795354370824125856e-01,-3.242453230401274755e+00,-1.312858138175072575e+00,-2.229571526534310788e+00
4.668981219614705136e-01,-3.263962672548780919e+00,-1.214584358134546127e+00,-2.071836727607871520e+00
4.552441094716538905e-01,-3.283880882203471963e+00,-1.116202540229821905e+00,-1.911376528931867824e+00
4.445743392763776836e-01,-3.302182121185836650e+00,-1.017740114097367643e+00,-1.748491154413343684e+00
4.348894980420228151e-01,-3.318843565636973914e+00,-9.192202641200829527e-01,-1.583463290954822522e+00
4.261900612976325942e-01,-3.333845132712194737e+00,-8.206620628128477035e-01,-1.416558564868626968e+00
4.184763335400110695e-01,-3.347169313853080919e+00,-7.220806860040489550e-01,-1.248026371612619867e+00
4.117484858355057176e-01,-3.358801017889692986e+00,-6.234876961172511889e-01,-1.078101003094066979e+00
4.060065903014931088e-01,-3.368727426686180415e+00,-5.248913809585711299e-01,-9.070030208327336529e-01
4.012506509698740009e-01,-3.376937865550716289e+00,-4.262971367771097309e-01,-7.349408283454791357e-01
3.974806306398770417e-01,-3.383423690191717181e+00,-3.277078858403298378e-01,-5.621124016289138492e-01
3.946964734176745537e-01,-3.388178191618679058e+00,-2.291245202316029572e-01,-3.887071420989595127e-01
3.928981227163212964e-01,-3.391196520055412389e+00,-1.305463649365615209e-01,-2.149078214257477693e-01
3.920855345527888836e-01,-3.392475628650492681e+00,-3.197165446459684923e-02,-4.089259210185197668e-02
3.922586860314614121e-01,-3.392014237526536302e+00,6.660198180211340802e-02,1.331629588971782463e-01
3.934175789479225638e-01,-3.389812818496910296e+00,1.651770296646899727e-01,3.070837334932942086e-01
3.955622384860371099e-01,-3.385873600585153742e+00,2.637555993212673533e-01,4.806930416501789538e-01
3.986927070182336164e-01,-3.380200596297464166e+00,3.623389374179717404e-01,6.538105347335565476e-01
4.028090330566163058e-01,-3.372799648410641282e+00,4.609269458534092090e-01,8.262501724174444728e-01
4.079112554441460259e-01,-3.363678496835504461e+00,5.595177117914412745e-01,9.978182444654584149e-01
4.139993829235618650e-01,-3.352846864888061162e+00,6.581070541592035639e-01,1.168311471773305632e+00
4.210733692796664318e-01,-3.340316564037545177e+00,7.566880929824162383e-01,1.337515215063848517e+00
4.291330843203809975e-01,-3.326101615893165775e+00,8.552508491922107270e-01,1.505201824412639944e+00
4.381782810453581645e-01,-3.310218389833304631e+00,9.537818839628622314e-01,1.671129168111024077e+00
4.482085594489400582e-01,-3.292685754268116938e+00,1.052263988122349225e+00,1.835039384920517769e+00
4.592233275169166906e-01,-3.273525239058880043e+00,1.150675933607657297e+00,1.996657909111168250e+00
4.712217601026880698e-01,-3.252761206099640923e+00,1.248992300178572989e+00,2.155692822275251608e+00
4.842027565053992899e-01,-3.230421024509265937e+00,1.347183391496836080e+00,2.311834589127337303e+00
4.981648977160254010e-01,-3.206535246302236075e+00,1.445215255040735558e+00,2.464756235613732915e+00
5.131064044409662239e-01,-3.181137777829474711e+00,1.543049819965263358e+00,2.614114025874890945e+00
5.290250971482779452e-01,-3.154266041738930326e+00,1.640645165743414458e+00,2.759548689152538703e+00
5.452694599435102818e-01,-3.126903616951261178e+00,1.575736020143674310e+00,2.665109968846236743e+00
5.605389255452106756e-01,-3.100977665538276362e+00,1.478116478639901921e+00,2.519422946961491938e+00
5.748310470964671515e-01,-3.076527709221501983e+00,1.380274081574839995e+00,2.369970235391197999e+00
5.881437962964998212e-01,-3.053589649671961670e+00,1.282248273634793323e+00,2.217100450331428441e+00
6.004755205780410998e-01,-3.032195977650940399e+00,1.184074710221622029e+00,2.061146944984524776e+00
6.118249040331220634e-01,-3.012375931104489979e+00,1.085785042430181591e+00,1.902426806021419337e+00
6.221909268074242716e-01,-2.994155660686193876e+00,9.874068238216652249e-01,1.741240363662218016e+00
6.315728241195179837e-01,-2.977558397817889002e+00,8.889635264310919993e-01,1.577871165202818338e+00
6.399700459302239963e-01,-2.962604620923395604e+00,7.904746525023595982e-01,1.412586357685126526e+00
6.473822181509651941e-01,-2.949312216020259836e+00,6.919559283019393048e-01,1.245637424497460621e+00
6.538091061454398556e-01,-2.937696628400538579e+00,5.934195668423425385e-01,1.077261222267857477e+00
6.592505811515856351e-01,-2.927771002652495014e+00,4.948745872709934268e-01,9.076812677575014643e-01
6.637065901342102947e-01,-2.919546308756399089e+00,3.963271798847026739e-01,7.371092289161569333e-01
6.671771294749111458e-01,-2.913031452421277478e+00,2.977811070704849405e-01,5.657465792556551909e-01
6.696622228157211865e-01,-2.908233368212481462e+00,1.992381318292733294e-01,3.937863797591425463e-01
6.711619032959598163e-01,-2.905157094353596481e+00,1.006984668130036925e-01,2.214151572987284600e-01
6.716762003568084172e-01,-2.903805828375090048e+00,2.161237922377517995e-03,4.881485269769761381e-02
6.712051312333228159e-01,-2.904180963033171636e+00,-9.637504258342524666e-02,-1.238351850617861183e-01
6.697486972065872513e-01,-2.906282102144390755e+00,-1.949119978619907601e-01,-2.963561795617595251e-01
6.673068846468541704e-01,-2.910107056184425112e+00,-2.934509071704660688e-01,-4.685679022886827250e-01
6.638796708389536061e-01,-2.915651817693914349e+00,-3.919922293952067816e-01,-6.402866619679435933e-01
6.594670345410481582e-01,-2.922910516730979680e+00,-4.905351335781983346e-01,-8.113233280513865164e-01
6.540689711840620424e-01,-2.931875356820013767e+00,-5.890770410872250284e-01,-9.814814103627114150e-01
6.476855125690266224e-01,-2.942536532079813583e+00,-6.876131848417307291e-01,-1.150555219750329261e+00
6.403167508606403269e-01,-2.954882126480594007e+00,-7.861361920080300880e-01,-1.318328138328107357e+00
6.319628666053742627e-01,-2.968897996486963731e+00,-8.846356977698479618e-01,-1.484571032331702067e+00
