6.245397661970402137e-01,2.500328727206271862e-01,6.249307712660034930e-01,3.748755661473365808e-01,7.495028713077765969e-01,3.750221992982836205e-01,7.499203744664111326e-01,4.998579048805409930e-01,0.000000000000000000e+00
6.245397661970402137e-01,3.750221992982836205e-01,6.249307712660034930e-01,3.748755661473365808e-01,7.495028713077765969e-01,5.000115258759402215e-01,7.499203744664111326e-01,4.998579048805409930e-01,0.000000000000000000e+00
6.245397661970402137e-01,2.500328727206271862e-01,7.499203744664111326e-01,3.748755661473365808e-01,7.495028713077765969e-01,3.750221992982836205e-01,8.749099776668188833e-01,4.998579048805409930e-01,0.000000000000000000e+00
6.245397661970402137e-01,3.750221992982836205e-01,7.499203744664111326e-01,3.748755661473365808e-01,7.495028713077765969e-01,5.000115258759402215e-01,8.749099776668188833e-01,4.998579048805409930e-01,0.000000000000000000e+00
7.495028713077765969e-01,2.500328727206271862e-01,6.249307712660034930e-01,3.748755661473365808e-01,8.744659764185132023e-01,3.750221992982836205e-01,7.499203744664111326e-01,4.998579048805409930e-01,0.000000000000000000e+00
7.495028713077765969e-01,3.750221992982836205e-01,6.249307712660034930e-01,3.748755661473365808e-01,8.744659764185132023e-01,5.000115258759402215e-01,7.499203744664111326e-01,4.998579048805409930e-01,0.000000000000000000e+00
7.495028713077765969e-01,2.500328727206271862e-01,7.499203744664111326e-01,3.748755661473365808e-01,8.744659764185132023e-01,3.750221992982836205e-01,8.749099776668188833e-01,4.998579048805409930e-01,0.000000000000000000e+00
7.495028713077765969e-01,3.750221992982836205e-01,7.499203744664111326e-01,3.748755661473365808e-01,8.744659764185132023e-01,5.000115258759402215e-01,8.749099776668188833e-01,4.998579048805409930e-01,0.000000000000000000e+00
6.245397661970402137e-01,2.500328727206271862e-01,6.249307712660034930e-01,4.998579048805409930e-01,7.495028713077765969e-01,3.750221992982836205e-01,7.499203744664111326e-01,6.248402436137452387e-01,0.000000000000000000e+00
6.245397661970402137e-01,3.750221992982836205e-01,6.249307712660034930e-01,4.998579048805409930e-01,7.495028713077765969e-01,5.000115258759402215e-01,7.499203744664111326e-01,6.248402436137452387e-01,0.000000000000000000e+00
6.245397661970402137e-01,2.500328727206271862e-01,7.499203744664111326e-01,4.998579048805409930e-01,7.495028713077765969e-01,3.750221992982836205e-01,8.749099776668188833e-01,6.248402436137452387e-01,0.000000000000000000e+00
6.245397661970402137e-01,3.750221992982836205e-01,7.499203744664111326e-01,4.998579048805409930e-01,7.495028713077765969e-01,5.000115258759402215e-01,8.749099776668188833e-01,6.248402436137452387e-01,0.000000000000000000e+00
7.495028713077765969e-01,2.500328727206271862e-01,6.249307712660034930e-01,4.998579048805409930e-01,8.744659764185132023e-01,3.750221992982836205e-01,7.499203744664111326e-01,6.248402436137452387e-01,0.000000000000000000e+00
7.495028713077765969e-01,3.750221992982836205e-01,6.249307712660034930e-01,4.998579048805409930e-01,8.744659764185132023e-01,5.000115258759402215e-01,7.499203744664111326e-01,6.248402436137452387e-01,0.000000000000000000e+00
7.495028713077765969e-01,2.500328727206271862e-01,7.499203744664111326e-01,4.998579048805409930e-01,8.744659764185132023e-01,3.750221992982836205e-01,8.749099776668188833e-01,6.248402436137452387e-01,0.000000000000000000e+00
7.495028713077765969e-01,3.750221992982836205e-01,7.499203744664111326e-01,4.998579048805409930e-01,8.744659764185132023e-01,5.000115258759402215e-01,8.749099776668188833e-01,6.248402436137452387e-01,0.000000000000000000e+00
