2.992426184937357903e-01,3.730324413627386093e-01,-7.765608429908752441e-01,3.155313893221318722e-01,4.174219295382499695e-01,-7.290689870715141296e-01,0.000000000000000000e+00
3.155313893221318722e-01,3.730324413627386093e-01,-7.765608429908752441e-01,3.318201601505279541e-01,4.174219295382499695e-01,-7.290689870715141296e-01,0.000000000000000000e+00
2.992426184937357903e-01,3.730324413627386093e-01,-7.290689870715141296e-01,3.155313893221318722e-01,4.174219295382499695e-01,-6.815771311521530151e-01,0.000000000000000000e+00
3.155313893221318722e-01,3.730324413627386093e-01,-7.290689870715141296e-01,3.318201601505279541e-01,4.174219295382499695e-01,-6.815771311521530151e-01,0.000000000000000000e+00
2.992426184937357903e-01,4.174219295382499695e-01,-7.765608429908752441e-01,3.155313893221318722e-01,4.618114177137613297e-01,-7.290689870715141296e-01,0.000000000000000000e+00
3.155313893221318722e-01,4.174219295382499695e-01,-7.765608429908752441e-01,3.318201601505279541e-01,4.618114177137613297e-01,-7.290689870715141296e-01,0.000000000000000000e+00
2.992426184937357903e-01,4.174219295382499695e-01,-7.290689870715141296e-01,3.155313893221318722e-01,4.618114177137613297e-01,-6.815771311521530151e-01,0.000000000000000000e+00
3.155313893221318722e-01,4.174219295382499695e-01,-7.290689870715141296e-01,3.318201601505279541e-01,4.618114177137613297e-01,-6.815771311521530151e-01,0.000000000000000000e+00
2.992426184937357903e-01,4.618114177137613297e-01,-7.765608429908752441e-01,3.155313893221318722e-01,5.062009058892726898e-01,-7.290689870715141296e-01,0.000000000000000000e+00
3.155313893221318722e-01,4.618114177137613297e-01,-7.765608429908752441e-01,3.318201601505279541e-01,5.062009058892726898e-01,-7.290689870715141296e-01,0.000000000000000000e+00
2.992426184937357903e-01,4.618114177137613297e-01,-7.290689870715141296e-01,3.155313893221318722e-01,5.062009058892726898e-01,-6.815771311521530151e-01,0.000000000000000000e+00
3.155313893221318722e-01,4.618114177137613297e-01,-7.290689870715141296e-01,3.318201601505279541e-01,5.062009058892726898e-01,-6.815771311521530151e-01,0.000000000000000000e+00
2.992426184937357903e-01,5.062009058892726898e-01,-7.765608429908752441e-01,3.155313893221318722e-01,5.505903940647840500e-01,-7.290689870715141296e-01,0.000000000000000000e+00
3.155313893221318722e-01,5.062009058892726898e-01,-7.765608429908752441e-01,3.318201601505279541e-01,5.505903940647840500e-01,-7.290689870715141296e-01,0.000000000000000000e+00
2.992426184937357903e-01,5.062009058892726898e-01,-7.290689870715141296e-01,3.155313893221318722e-01,5.505903940647840500e-01,-6.815771311521530151e-01,0.000000000000000000e+00
3.155313893221318722e-01,5.062009058892726898e-01,-7.290689870715141296e-01,3.318201601505279541e-01,5.505903940647840500e-01,-6.815771311521530151e-01,0.000000000000000000e+00
2.992426184937357903e-01,5.505903940647840500e-01,-7.765608429908752441e-01,3.155313893221318722e-01,5.949798822402954102e-01,-7.290689870715141296e-01,0.000000000000000000e+00
3.155313893221318722e-01,5.505903940647840500e-01,-7.765608429908752441e-01,3.318201601505279541e-01,5.949798822402954102e-01,-7.290689870715141296e-01,0.000000000000000000e+00
2.992426184937357903e-01,5.505903940647840500e-01,-7.290689870715141296e-01,3.155313893221318722e-01,5.949798822402954102e-01,-6.815771311521530151e-01,0.000000000000000000e+00
3.155313893221318722e-01,5.505903940647840500e-01,-7.290689870715141296e-01,3.318201601505279541e-01,5.949798822402954102e-01,-6.815771311521530151e-01,0.000000000000000000e+00
2.829538476653397083e-01,5.505903940647840500e-01,-7.290689870715141296e-01,2.992426184937357903e-01,5.949798822402954102e-01,-6.815771311521530151e-01,1.000000000000000000e+00
3.155313893221318722e-01,3.286429531872272491e-01,-7.765608429908752441e-01,3.318201601505279541e-01,3.730324413627386093e-01,-7.290689870715141296e-01,2.000000000000000000e+00
3.155313893221318722e-01,3.286429531872272491e-01,-7.290689870715141296e-01,3.318201601505279541e-01,3.730324413627386093e-01,-6.815771311521530151e-01,2.000000000000000000e+00
-3.685969854705035686e-01,-6.479257866740226746e-01,6.007029786705970764e-01,-3.523082146421074867e-01,-6.035362984985113144e-01,6.481948345899581909e-01,3.000000000000000000e+00
-7.106611728668212891e-01,-8.254837393760681152e-01,1.732762753963470459e-01,-6.943724020384252071e-01,-7.810942512005567551e-01,2.207681313157081604e-01,4.000000000000000000e+00
-6.943724020384252071e-01,-8.254837393760681152e-01,1.732762753963470459e-01,-6.780836312100291252e-01,-7.810942512005567551e-01,2.207681313157081604e-01,4.000000000000000000e+00
-7.106611728668212891e-01,-8.254837393760681152e-01,2.207681313157081604e-01,-6.943724020384252071e-01,-7.810942512005567551e-01,2.682599872350692749e-01,4.000000000000000000e+00
