-6.796114596207858405e-01,-7.577382887688010049e-01,-6.718002199739823155e-01,-7.499269343062948678e-01,0.000000000000000000e+00
-6.718002199739823155e-01,-7.577382887688010049e-01,-6.639889803271786795e-01,-7.499269343062948678e-01,0.000000000000000000e+00
-6.952339389143932236e-01,-7.421155798437888418e-01,-6.874226992675894765e-01,-7.343042253812828157e-01,0.000000000000000000e+00
-6.874226992675894765e-01,-7.421155798437888418e-01,-6.796114596207858405e-01,-7.343042253812828157e-01,0.000000000000000000e+00
-6.796114596207858405e-01,-7.499269343062948678e-01,-6.718002199739823155e-01,-7.421155798437888418e-01,0.000000000000000000e+00
-6.796114596207858405e-01,-7.421155798437888418e-01,-6.718002199739823155e-01,-7.343042253812828157e-01,0.000000000000000000e+00
-6.718002199739823155e-01,-7.499269343062948678e-01,-6.639889803271786795e-01,-7.421155798437888418e-01,0.000000000000000000e+00
-6.718002199739823155e-01,-7.421155798437888418e-01,-6.639889803271786795e-01,-7.343042253812828157e-01,0.000000000000000000e+00
-7.577238560888222008e-01,-4.765295281185820686e-01,-7.499126164420185647e-01,-4.687181736560760426e-01,1.000000000000000000e+00
-7.577238560888222008e-01,-4.687181736560760426e-01,-7.499126164420185647e-01,-4.609068191935699610e-01,1.000000000000000000e+00
-7.499126164420185647e-01,-4.765295281185820686e-01,-7.421013767952148177e-01,-4.687181736560760426e-01,1.000000000000000000e+00
-7.421013767952148177e-01,-4.765295281185820686e-01,-7.342901371484111817e-01,-4.687181736560760426e-01,1.000000000000000000e+00
-7.499126164420185647e-01,-4.687181736560760426e-01,-7.421013767952148177e-01,-4.609068191935699610e-01,1.000000000000000000e+00
-7.499126164420185647e-01,-4.609068191935699610e-01,-7.421013767952148177e-01,-4.530954647310638794e-01,1.000000000000000000e+00
-7.421013767952148177e-01,-4.687181736560760426e-01,-7.342901371484111817e-01,-4.609068191935699610e-01,1.000000000000000000e+00
-7.421013767952148177e-01,-4.609068191935699610e-01,-7.342901371484111817e-01,-4.530954647310638794e-01,1.000000000000000000e+00
-7.577238560888222008e-01,-6.483793262937158630e-01,-7.499126164420185647e-01,-6.405679718312097259e-01,2.000000000000000000e+00
-7.967800543228401589e-01,-6.718133896812340522e-01,-7.889688146760366338e-01,-6.640020352187279151e-01,3.000000000000000000e+00
-7.967800543228401589e-01,-6.640020352187279151e-01,-7.889688146760366338e-01,-6.561906807562218891e-01,3.000000000000000000e+00
-7.889688146760366338e-01,-6.718133896812340522e-01,-7.811575750292329978e-01,-6.640020352187279151e-01,3.000000000000000000e+00
-7.889688146760366338e-01,-6.640020352187279151e-01,-7.811575750292329978e-01,-6.561906807562218891e-01,3.000000000000000000e+00
-7.811575750292329978e-01,-6.640020352187279151e-01,-7.733463353824293618e-01,-6.561906807562218891e-01,3.000000000000000000e+00
-7.733463353824293618e-01,-6.640020352187279151e-01,-7.655350957356257258e-01,-6.561906807562218891e-01,3.000000000000000000e+00
