1.025419300957040349e-02,1.594090103824978288e-01,9.012935649073934574e-02,6.431959811219697398e-01,-2.944646932729608757e-01,6.357739532427573170e-01,3.088380719119392936e-01,-3.576274557021004441e-02,-9.220613673439649605e-02,8.635048444519358157e-02,6.451162968526245878e-02,-5.111044822621571559e-02,2.951907221924442992e-01,9.770617659516274423e-02,1.282480456499968946e-01,-3.282835690637723181e-01,2.248864617054747994e-02,1.344807790834062766e-01,2.910713066768030877e-01,1.722412840614191976e-01,4.791786985761719020e-01,3.164389546220168214e-01,6.410619496998600786e-01,-1.505646526934418361e+00,8.191227355102693730e-01,-4.049489002824778749e-01,9.033759365488586157e-01,-1.086071806476666568e+00,-2.736748643650289692e-01,-2.387479585301760521e-02,3.924782061531228439e-01,-3.163378913438307793e-01,7.971532624302445358e-01,2.574249647716968958e+00,-2.855662744628738814e+00,-3.176859826314403890e+00,-3.393702748090495214e-01,2.573088501631481950e+00,1.956019239991807934e+00,4.203212218499892572e+00,-4.827988025532156113e-01,-7.239267192310081533e+00,-7.289362110356920610e+00,-1.393171034455891411e+00,-1.245708429412571094e+00,3.351846407129414729e+00,-2.435764201802421702e+00,-1.049738386651178423e+01,-5.102965889464043059e+00,-8.457582188005353885e+00,-4.931133244867500487e-01,7.012947507163348249e+00,1.860109482220001498e+00,1.102376894803650309e+00,8.283136880688205750e+00
3.094059502995920655e-03,1.597468921024441657e-01,1.013629910149274060e-01,6.263898806818805065e-01,-2.729577515526297460e-01,6.482028398324523044e-01,3.360994818202142076e-01,-1.173424838454670965e-01,-1.545113862576162067e-01,7.420325186380107019e-02,7.220843105063907974e-02,-1.745302690465610762e-01,3.867307412351972395e-01,6.483877830041266666e-02,7.576727469743788079e-02,-4.757340144009966632e-01,-2.392825961419765488e-02,8.879948104173543411e-02,3.681233072373162885e-01,1.083522782933091788e-01,2.925703460651460364e-01,4.939917193999695533e-01,6.508086139118162139e-01,-1.500181209828710616e+00,8.234953758072134367e-01,-3.437450426353452770e-01,9.364267434239159638e-01,-8.606058729174719257e-01,-2.138889695994795892e-01,1.146129265514903434e-01,3.878139665448153695e-01,-5.174943860800919060e-01,-1.089530387471955297e+00,3.385401789131676331e+00,-3.837702948540874459e+00,7.985712548672685429e-01,-3.196782460157215344e-01,-7.091550003472921748e-01,-5.710349913216687057e+00,1.109651594473044067e+00,-1.690786019502753756e+00,1.272956607088026715e+00,-5.856399688989533558e+00,-2.187257376997439273e+00,-2.497780293099984839e+00,1.208737305339839363e+00,-2.153474166527608702e+00,-5.298303685006839459e+00,1.111301580307536163e+01,4.695998897820543583e+00,4.931989659720568131e-01,-4.212380771952279446e+00,2.901740645269638375e+00,2.180123792013762607e+00,8.523309392042312638e+00
-1.767536430895359214e-03,1.605204849574356774e-01,1.085080389828604608e-01,6.340384896111442847e-01,-2.694914291312391352e-01,6.323322972338073500e-01,3.542956804583384800e-01,-1.240134171270669966e-01,-1.061916688682594812e-01,1.184566087278091651e-01,6.937923852931435209e-02,-1.554744474242388819e-01,3.829816301273598067e-01,1.386210152291889302e-03,-6.835242421949463965e-02,-6.305631167965852768e-01,-3.551956884573275602e-02,6.632893870460160324e-02,3.699195939645255615e-01,-3.240947312488619281e-03,1.546484622883287363e-01,5.582089621172056093e-01,6.663209739873757753e-01,-1.491195451708348552e+00,7.999917101642767259e-01,-2.517474463854694200e-01,1.074764644753306797e+00,-6.055247017248536201e-01,-1.674256030776508919e-01,-1.702902166675444168e-02,2.325797595043631316e-01,-1.089121714602137025e+00,-1.863966585528680664e+00,-1.175976153772074762e+00,1.515589717903673694e+00,2.362297082601368281e+00,2.356817098349915263e+00,-3.534194486520205181e-01,2.179869172961860890e+00,-6.325827883020771480e-01,-1.981159522916746241e+00,-7.411175187692713884e+00,-5.143980294763060179e+00,-1.543111042269311728e-01,-8.674700255089563550e-01,-3.699424868873933958e-01,-5.328798456890006641e+00,-4.324983792038682218e+00,2.207144638820507376e-01,-1.640315092167129007e+00,1.734958491248048407e-01,2.147878334133335620e+00,4.026072506622447200e+00,6.603372775144489282e+00,9.436483701274831049e+00
-5.501183345845686058e-03,1.616823940721232034e-01,1.098211895292640627e-01,6.390718860372986976e-01,-2.667456670064191071e-01,6.230814517997839141e-01,3.635978245714682755e-01,-1.173728149528036335e-01,-5.322967103088172003e-02,1.202985960503063223e-01,6.512813083100127409e-02,-2.098729924563379756e-01,3.666850776881904750e-01,2.398043846540957869e-02,-2.413006100154749256e-01,-8.209541980789399895e-01,-6.228742357170512917e-02,1.458502666110978729e-01,3.630385659393834397e-01,1.689744560768241879e-02,1.977068827238659954e-01,4.910223579092397039e-01,5.973031348873846236e-01,-1.492538487161948924e+00,8.170615247795613989e-01,-1.344603960837596202e-01,1.190206341541720114e+00,-3.497928164286396302e-01,-1.094909123152840169e-01,2.383698383061241127e-02,-4.369940963827923658e-02,6.628354130922857468e-02,-7.180562357408623586e-02,4.201009284617591155e-01,1.070121074840783559e-01,1.173183460413787627e+00,-1.153794389090719852e+00,1.878850561040806832e-01,-2.915324768987515469e+00,-5.394705417031274708e-01,1.964195513385574854e+00,-7.035304870038760150e+00,-7.892131772295892134e+00,-1.939093640495768600e+00,4.156148336743902050e+00,-2.091561360623321597e-01,4.084135793479616083e+00,2.406629717007718661e+00,-3.673606800932544214e+00,-1.603467171102570532e+00,-1.188698095329698418e-01,3.477938219919026186e-01,5.295246428999502264e+00,3.462733480027141209e+00,1.000870215577461764e+01
-8.147180831838823911e-03,1.610689600147875433e-01,1.093841150419406355e-01,6.303260528806337026e-01,-2.688453238232733633e-01,6.324790636284125522e-01,3.610837755840137220e-01,-1.302538684917756706e-01,-6.989675270525870510e-02,1.168801034425961394e-01,-5.664994267691805807e-05,-3.769620981356693323e-01,3.575347109694302361e-01,1.610624836706399041e-02,-4.035829254423519696e-01,-8.971332746245904710e-01,-5.813743011005558653e-02,3.126766242174706112e-01,3.575983391695441993e-01,4.285464911405996447e-02,1.019698142812076186e-01,5.138543502957446663e-01,5.679670560544881619e-01,-1.492032389944761617e+00,8.318414052976514927e-01,9.424047679663438010e-03,1.238107529159975018e+00,-1.269947534205695117e-01,-1.091535455408168681e-01,-4.984593238415171296e-02,-3.319905857727792342e-02,1.722510550341420088e-01,1.581670371316171275e+00,8.798532971150474502e-02,-1.164467524147420718e+00,-1.526913553243161248e+00,2.738965796486185211e-01,-3.450593236752445669e+00,-6.885904073202450348e+00,-1.400916007133022334e-01,-5.190291191560723050e-01,-1.858282140948448458e+00,-7.415502827666586860e-01,5.553200577543987437e-01,6.341345450821062713e+00,-1.244309215646422079e-01,1.986587492487265627e-01,-5.119113818814575723e+00,1.852427911335461586e+00,-1.075057810693249349e+00,3.375338025219158655e-02,7.787729557234682742e-01,5.875685326883779425e+00,9.682907869448788007e-01,7.987194363716104029e+00
-1.381580122581930505e-02,1.612376022704047063e-01,1.084373527388513558e-01,6.259533870629734320e-01,-2.773223272927862748e-01,6.358094997022617489e-01,3.564000057486866879e-01,-1.704481272701820760e-01,-9.311481342241760550e-02,1.207042024216302967e-01,-9.305111415940528485e-02,-5.347579268282486309e-01,3.585506800679147954e-01,-7.845188462019887787e-02,-3.963760502834680621e-01,-7.608330632769239044e-01,-6.628281345987914464e-02,4.093861722061121755e-01,3.583341847202721753e-01,-1.232951117489532178e-02,-4.972802641983794375e-02,5.996194592945196522e-01,5.363285986635507596e-01,-1.491718295507576286e+00,8.397924127265410377e-01,1.898479742024809236e-01,1.306092235733516738e+00,1.905826572892963255e-01,-2.821044578599894992e-01,4.086464279849866960e-02,-7.615475010627055508e-02,-3.926609169377735520e-01,-2.131786594459744721e-01,-9.566653574666572624e-01,-1.503236865531398569e+00,1.606295413191304589e-01,-6.142865814860849760e-02,-3.555377865462501230e+00,-5.360911140497461425e+00,8.004844810802994731e-03,-5.099478382327065518e+00,1.031874700614296314e+00,6.157286629014572910e+00,-7.997412614303914813e-01,3.097101248362533532e+00,-1.182744755309041856e-02,-3.119485222869581964e+00,-5.121728975921461924e+00,3.686105401087376165e+00,-1.098000619730823635e+00,-3.334581876215553242e-02,-2.224919991013624837e-02,8.437068824227306862e+00,3.444571670513887796e+00,1.402003713506161908e+01
-1.891464708883269785e-02,1.598767665823352946e-01,1.045122181267426481e-01,6.252614697550382683e-01,-2.855510304093178409e-01,6.357874579720851349e-01,3.511168064296272817e-01,-2.237667757036480298e-01,-1.069259748274341282e-01,1.225573735497784561e-01,-1.269152847592516509e-01,-5.617108819263484376e-01,3.581263239536866538e-01,-9.614524847560954046e-02,-3.635401699077515647e-01,-7.426980591394911624e-01,-1.232006452320640877e-01,3.759505643505151595e-01,3.574074488247473425e-01,-5.045262124558815703e-02,-9.852287379914426158e-02,5.801150159508290383e-01,6.108278066703554110e-01,-1.491481025391835136e+00,8.863298883848848009e-01,4.960490770507677283e-01,1.305747022948909430e+00,4.588371542001785652e-01,-1.770198559030070895e-01,-8.127681460140431802e-02,-1.446485219295041424e-01,4.321849470207676791e-02,1.580511844047371328e+00,1.114956493434327012e-01,-1.573097772302796127e+00,-2.235945290733154511e+00,5.869534225883468181e-01,-5.664891560516327473e-01,4.164952798841160542e-01,-5.886455726570147956e-02,8.883099469319238883e-01,6.949353865566387789e-01,-1.667837096558833498e-01,-1.922437794909256148e+00,-5.785340052280295575e-01,-7.015516604518787225e-02,-6.224766079828951693e-01,-6.204906190049229719e-01,-1.489497016605249913e+00,4.527227827310880137e+00,8.478020929564725194e-02,2.522144570242949246e+00,1.393859479304227911e+01,-3.653616626937706613e+00,8.529242890030985791e+00
-2.295281800594299246e-02,1.578157497946027776e-01,1.024861169402920963e-01,6.155151432530687750e-01,-2.991931324179096796e-01,6.406470394956416126e-01,3.481320851711074971e-01,-2.020932745351012028e-01,-1.460160400627330823e-01,1.847657709119491787e-01,-1.621999755817642996e-01,-5.457223573783406279e-01,3.496857718810399973e-01,-5.266918897154379553e-02,-2.133679248868821376e-01,-7.052332002383507881e-01,-1.014255828476559040e-01,4.771221188224110121e-01,3.572041918661156279e-01,-5.997261061909902463e-02,-1.202066129216804863e-01,4.934230743792788476e-01,7.404759227705005609e-01,-1.491515137916078482e+00,8.979165463220084575e-01,8.962662950628380587e-01,1.168648534948680595e+00,6.330872276644434749e-01,-1.706963762345743152e-01,-7.208166516511552158e-02,-5.715514511899826011e-02,-8.565086933677148462e-01,5.305345228961333426e-01,-9.774519369371776900e-01,1.169353106486767491e+00,-4.638097659994077082e-01,2.855281154967230783e+00,-1.568363374468077387e+00,5.756355788370443038e-01,-9.097424382343750615e-01,1.757994507466491774e+00,7.109625442240893989e+00,2.358242740302003426e+00,1.370435383843956467e+00,2.397790063034343166e+00,4.444461901033072149e-01,-3.655606730871914789e-01,-1.486383318962923195e+00,-5.874424730541467632e+00,4.812650581154427343e+00,-6.647448957380591716e-02,-3.750364689749166036e-01,1.595375294112794329e+01,-6.733135801649567931e+00,5.754752741367846980e+00
-2.669646272944164664e-02,1.575496258723431409e-01,9.911449651646184189e-02,6.189824253088727080e-01,-3.135712984515772739e-01,6.282884189147123211e-01,3.518344221417070705e-01,-1.796445478747593638e-01,-1.024978105240089143e-01,2.650047582439553073e-01,-1.964428057599237332e-01,-5.204030155907781729e-01,3.011312655524308601e-01,5.433786027758695861e-03,-1.112204095852625668e-01,-5.824664352549940860e-01,-7.598131778649358514e-02,4.804067549332978748e-01,3.278768108170647122e-01,-7.600690234316812011e-02,-5.408110483376452060e-02,4.960935479565590223e-01,7.786482717343117255e-01,-1.484066317538010438e+00,8.871752216451058715e-01,1.235494524888915535e+00,9.523037326250792800e-01,8.245702993418392301e-01,-1.393014523533767368e-01,-1.058299753703649190e-02,-1.696755433889053089e-01,-1.237640435499109737e+00,-6.717082287560183218e-01,-9.202758800885064705e-01,1.211073428155281961e+00,2.060671877182425504e+00,3.163319701216993352e+00,-1.350924645561771609e+00,1.310088107666550039e+00,-1.753192715263522716e+00,2.705873072019536529e+00,2.651543420747571655e+00,5.046698349797060779e+00,2.576006900871518068e-01,-7.951825293751093593e-01,-1.805145970810961398e+00,-3.890620048199076031e-01,3.628304499410612394e+00,3.442888633189246761e+00,2.065583364439944059e-01,7.163348396927027295e-01,-3.775923512674970728e-01,1.112952681545673883e+01,-9.907620248443825162e+00,8.437515218533343742e+00
-2.771910996556032139e-02,1.559051091157875879e-01,9.117927295374045338e-02,6.210121685661729174e-01,-3.104352471522467960e-01,6.172381544760955352e-01,3.701228235021535862e-01,-1.834183432332159025e-01,-1.095906460408274663e-03,3.685312479725010859e-01,-2.424096599596438084e-01,-4.565077071159476807e-01,1.472370994125872246e-01,-8.468766376523938211e-02,-2.304091364372583828e-01,-5.755343422110245077e-01,-5.610138127675157182e-02,4.539215205736371606e-01,2.309774093929378991e-01,-6.792415827788766958e-02,-2.353750677363095241e-03,4.761266449488553709e-01,7.940457428671213735e-01,-1.500010610977811298e+00,8.806796301827609641e-01,1.316852403127150017e+00,7.018587015739594648e-01,8.436913330559616675e-01,-1.988827440293117199e-02,-9.134900157851404134e-02,-4.057929250125803522e-01,-8.199899288564974631e-01,-1.058454109854654712e+00,1.657190148162448917e+00,-9.677830179866564464e-01,3.914718018448667181e+00,4.451057724389912984e+00,-2.902254320366883800e+00,2.572749743548174983e+00,-6.199082448979698512e+00,-4.124153490245802800e+00,-5.508603214860283259e+00,-9.655153908438096622e-01,1.991045542759585230e+00,-6.771948474984877953e-01,-3.482126448172117694e+00,3.445934704770340362e-01,4.919085091040121260e-01,-2.881278024729698739e+00,2.080159584882112778e-01,2.960383540101505645e-02,-6.934823196144931923e-02,-8.405675023586387518e-01,-8.547265986373599134e+00,-2.901495621278241011e+00
