-7.031250797211934245e-01,-8.124981275237602718e-01,-6.953125830479759406e-01,-8.046856362410916841e-01,0.000000000000000000e+00
-7.031250797211934245e-01,-8.046856362410916841e-01,-6.953125830479759406e-01,-7.968731449584229853e-01,0.000000000000000000e+00
-6.953125830479759406e-01,-8.124981275237602718e-01,-6.875000863747584567e-01,-8.046856362410916841e-01,0.000000000000000000e+00
-6.953125830479759406e-01,-8.046856362410916841e-01,-6.875000863747584567e-01,-7.968731449584229853e-01,0.000000000000000000e+00
-7.031250797211934245e-01,-7.968731449584229853e-01,-6.953125830479759406e-01,-7.890606536757543976e-01,0.000000000000000000e+00
-7.031250797211934245e-01,-7.890606536757543976e-01,-6.953125830479759406e-01,-7.812481623930859209e-01,0.000000000000000000e+00
-6.953125830479759406e-01,-7.968731449584229853e-01,-6.875000863747584567e-01,-7.890606536757543976e-01,0.000000000000000000e+00
-6.953125830479759406e-01,-7.890606536757543976e-01,-6.875000863747584567e-01,-7.812481623930859209e-01,0.000000000000000000e+00
-6.875000863747584567e-01,-8.124981275237602718e-01,-6.796875897015410839e-01,-8.046856362410916841e-01,0.000000000000000000e+00
-6.875000863747584567e-01,-8.046856362410916841e-01,-6.796875897015410839e-01,-7.968731449584229853e-01,0.000000000000000000e+00
-6.796875897015410839e-01,-8.124981275237602718e-01,-6.718750930283237111e-01,-8.046856362410916841e-01,0.000000000000000000e+00
-6.796875897015410839e-01,-8.046856362410916841e-01,-6.718750930283237111e-01,-7.968731449584229853e-01,0.000000000000000000e+00
-6.875000863747584567e-01,-7.968731449584229853e-01,-6.796875897015410839e-01,-7.890606536757543976e-01,0.000000000000000000e+00
-6.875000863747584567e-01,-7.890606536757543976e-01,-6.796875897015410839e-01,-7.812481623930859209e-01,0.000000000000000000e+00
-6.796875897015410839e-01,-7.968731449584229853e-01,-6.718750930283237111e-01,-7.890606536757543976e-01,0.000000000000000000e+00
-6.796875897015410839e-01,-7.890606536757543976e-01,-6.718750930283237111e-01,-7.812481623930859209e-01,0.000000000000000000e+00
