-4.375001774162339818e-01,-9.999997489209542234e-01,-8.124977227773929611e-01,-4.062502233092660786e-01,-9.374997898086054882e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-9.999997489209542234e-01,-8.124977227773929611e-01,-3.750002692022982309e-01,-9.374997898086054882e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-9.374997898086054882e-01,-8.124977227773929611e-01,-4.062502233092660786e-01,-8.749998306962565309e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-9.374997898086054882e-01,-8.124977227773929611e-01,-3.750002692022982309e-01,-8.749998306962565309e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-8.749998306962565309e-01,-8.124977227773929611e-01,-4.062502233092660786e-01,-8.124998715839077956e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-8.749998306962565309e-01,-8.124977227773929611e-01,-3.750002692022982309e-01,-8.124998715839077956e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-3.750002692022982309e-01,-9.999997489209542234e-01,-8.124977227773929611e-01,-3.437503150953304387e-01,-9.374997898086054882e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-3.750002692022982309e-01,-9.374997898086054882e-01,-8.124977227773929611e-01,-3.437503150953304387e-01,-8.749998306962565309e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-3.750002692022982309e-01,-8.749998306962565309e-01,-8.124977227773929611e-01,-3.437503150953304387e-01,-8.124998715839077956e-01,-7.499978549831257668e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-9.999997489209542234e-01,-7.499978549831257668e-01,-4.062502233092660786e-01,-9.374997898086054882e-01,-6.874979871888586835e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-9.999997489209542234e-01,-7.499978549831257668e-01,-3.750002692022982309e-01,-9.374997898086054882e-01,-6.874979871888586835e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-9.999997489209542234e-01,-6.874979871888586835e-01,-4.062502233092660786e-01,-9.374997898086054882e-01,-6.249981193945914892e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-9.999997489209542234e-01,-6.874979871888586835e-01,-3.750002692022982309e-01,-9.374997898086054882e-01,-6.249981193945914892e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-9.374997898086054882e-01,-7.499978549831257668e-01,-4.062502233092660786e-01,-8.749998306962565309e-01,-6.874979871888586835e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-9.374997898086054882e-01,-7.499978549831257668e-01,-3.750002692022982309e-01,-8.749998306962565309e-01,-6.874979871888586835e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-9.374997898086054882e-01,-6.874979871888586835e-01,-4.062502233092660786e-01,-8.749998306962565309e-01,-6.249981193945914892e-01,0.000000000000000000e+00
-4.062502233092660786e-01,-9.374997898086054882e-01,-6.874979871888586835e-01,-3.750002692022982309e-01,-8.749998306962565309e-01,-6.249981193945914892e-01,0.000000000000000000e+00
-4.375001774162339818e-01,-9.999997489209542234e-01,-6.249981193945914892e-01,-4.062502233092660786e-01,-9.374997898086054882e-01,-5.624982516003242949e-01,0.000000000000000000e+00
